Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
St. Lucia,LCA,8697.797625,9160.814473,9271.659491,9569.122192,10007.14688,10290.37891,10574.38891,11270.47161,11563.83747,11726.76977,8458.162761,9414.226231,
Latin America & Caribbean,LCN,9081.114228,10220.49789,10217.2777,10357.16561,10451.52527,8645.270953,8363.65857,9201.46648,8916.089485,8707.187368,7289.957037,8327.60519,
Least developed countries: UN classification,LDC,812.8227332,921.7271109,945.173418,1005.613583,1055.489277,997.1322839,1021.787811,1114.923084,1073.320974,1100.027046,1095.770648,1164.918316,
Low income,LIC,681.9175021,737.9215921,731.5780043,771.1170545,800.582832,775.6733735,791.8113822,863.6258955,758.744711,750.5555303,736.932217,793.945722,
Liechtenstein,LIE,141467.6412,158611.1105,149459.2353,173660.1612,179457.9179,167805.9569,165844.9854,170874.2938,175283.6318,167019.6181,157754.9544,,
Sri Lanka,LKA,2893.934899,3321.484532,3449.066903,3740.616792,3971.918675,4060.131785,4150.934408,4401.056075,4360.583634,4082.69462,3893.841515,4013.687657,
Lower middle income,LMC,1809.055908,2047.900865,2115.538587,2118.638431,2176.236751,2088.220787,2169.419723,2297.949456,2323.931742,2386.488589,2268.982746,2572.705144,
Low & middle income,LMY,3550.792787,4134.043317,4339.266527,4532.419893,4626.393211,4329.305028,4313.152654,4679.993245,4900.573676,4952.231133,4723.798867,5494.396981,
Lesotho,LSO,1104.800538,1265.863867,1205.860003,1141.361038,1165.045935,1113.871328,986.2659867,1062.712512,1161.7271,1102.56487,989.8471707,1094.098185,
Late-demographic dividend,LTE,6206.337902,7517.32636,7988.690473,8541.232473,8812.261816,8213.123373,8183.327047,9021.965927,9839.4686,9979.254112,9706.843103,11465.85777,
Lithuania,LTU,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19595.14157,20339.52127,23723.34025,
Luxembourg,LUX,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112621.8213,117370.4969,133590.147,
Latvia,LVA,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17945.22222,18207.13964,21148.16294,
"Macao SAR, China",MAC,50676.49474,64528.42721,74111.26726,86852.98784,90873.93244,73220.26876,71918.73108,78985.64214,84923.38678,83183.16661,37646.3162,43873.59116,
St. Martin (French part),MAF,,21345.00326,,,21920.83919,,,,,,,,
Morocco,MAR,2835.217773,3041.145752,2907.449219,3117.515137,3430.549561,3139.243652,3132.94458,3288.502197,3492.67334,3498.573975,3258.121338,3795.380127,
Monaco,MCO,161782.6757,179372.7637,165505.1781,185066.5781,195780.0069,170337.9244,174610.637,173612.8646,194280.8221,199377.4818,182538.6383,234315.4605,
Moldova,MDA,2436.799359,2941.362119,3044.808478,3321.043917,3327.786775,2731.065584,2879.391291,3509.64734,4232.206888,4493.370303,4500.624464,5230.661733,
Madagascar,MDG,459.375408,516.9025392,504.1737301,526.6880118,517.1361761,455.6380397,464.6161535,503.4980587,512.5439846,512.2796597,462.4042237,500.511032,
Maldives,MDV,7158.061411,7409.335968,7447.432572,8222.563389,8872.124925,9434.331078,9640.324009,10062.98312,10823.63669,11118.55654,7282.358489,10366.29336,
Middle East & North Africa,MEA,7479.378459,8260.510478,8759.651288,8433.603049,8321.76577,7183.074513,7111.156241,7251.827736,7476.772457,7337.350935,6491.499128,7569.089437,
Mexico,MEX,9399.970908,10341.52105,10376.05767,10865.6802,11076.09245,9753.380048,8875.062256,9434.386487,9857.028829,10145.17018,8655.000682,10045.6805,
Marshall Islands,MHL,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4769.190459,5188.971114,5567.972727,6172.145065,
Middle income,MIC,3799.772428,4478.81407,4716.359075,4934.979442,5040.8028,4720.150396,4709.368042,5116.240783,5384.002157,5448.65078,5206.168295,6074.084921,
North Macedonia,MKD,4577.688755,5098.097583,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5965.450232,6694.641126,
Mali,MLI,688.327813,810.1826007,753.3921936,778.7970906,818.4303911,723.5042025,750.0518281,795.682733,856.3565318,840.175765,822.906144,873.7948624,
Malta,MLT,21799.16274,23155.56281,22527.75911,24770.93408,26754.26233,24921.579,25624.46364,28823.52512,31567.94224,31198.24145,28977.56557,33486.67198,
Myanmar,MMR,765.2418886,1086.838467,1161.305962,1195.9378,1238.72871,1224.562343,1161.861778,1175.202557,1274.915657,1295.201448,1477.45287,1209.926942,
Middle East & North Africa (excluding high income),MNA,4602.591674,4653.594388,4929.641609,4445.600648,4317.813096,3805.684009,3832.818509,3739.153088,3491.192578,3438.715899,3093.878473,3573.165173,
Montenegro,MNE,6688.4824,7328.932252,6586.721279,7189.293287,7388.147794,6517.163752,7033.604899,7803.411137,8850.092733,8909.653336,7677.152226,9465.703999,
Mongolia,MNG,2660.28811,3793.743754,4402.304523,4422.300876,4211.939454,3919.351148,3690.756716,3708.248223,4165.022739,4394.947147,4041.174196,4566.140154,
Northern Mariana Islands,MNP,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25882.63359,23707.32881,,,
Mozambique,MOZ,481.26818,605.2734686,667.7174243,672.2042363,680.3750335,594.2265335,430.9931688,462.7001369,504.53589,508.1636746,449.9552098,491.8391128,
Mauritania,MRT,1646.131442,1919.454524,1850.384968,1929.773521,1715.388838,1562.725248,1579.198554,1634.643606,1749.954236,1839.96445,1868.466574,2166.046799,
Mauritius,MUS,8000.376432,9197.026972,9291.227619,9766.756465,10368.61343,9509.934655,9967.881736,10844.03633,11645.98198,11405.72682,9007.419102,9106.237202,
Malawi,MWI,472.8533786,528.4531271,386.906541,344.3967712,367.0242697,376.2462048,312.1427971,500.1655472,537.9322041,584.3628673,628.699482,634.8356601,
Malaysia,MYS,8880.109965,10209.38195,10601.51389,10727.69966,11045.44513,9699.584021,9555.651202,9979.800841,11074.06409,11132.02393,10160.78325,11109.26184,
North America,NAC,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58423.88588,61174.77734,63198.70132,61451.97615,68369.66279,
Namibia,NAM,5445.38292,5873.079494,6017.157069,5463.017361,5544.097423,4965.68086,4614.881721,5453.570622,5687.399093,5126.176144,4251.172766,4865.557765,
New Caledonia,NCL,37494.88437,40697.63007,37294.02726,38503.26306,39675.58194,32428.58249,32286.91529,33874.92376,36312.72787,34797.51866,34800.75951,37159.54677,
Niger,NER,471.6126517,507.6025233,525.047324,548.1578755,560.7545092,481.1112995,497.0361334,514.5433128,567.3308067,550.9635555,564.8220018,590.6294548,
Nigeria,NGA,2280.111979,2504.878279,2728.022683,2976.756736,3200.953146,2679.554765,2144.779938,1941.879485,2125.834282,2204.181574,2074.613928,2065.749068,
Nicaragua,NIC,1495.737186,1644.799354,1746.425626,1794.786575,1913.521348,2025.324776,2079.448266,2127.280585,1981.85912,1890.273065,1863.109257,2045.535402,
Netherlands,NLD,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,57767.87881,
Norway,NOR,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779,89154.27609,
Nepal,NPL,589.1654349,791.225217,794.0927699,809.3846006,827.744346,882.3074488,880.2244881,1027.965486,1161.534374,1185.682675,1139.190277,1208.218534,
Nauru,NRU,4644.519128,6423.748679,9280.658894,9210.009692,9566.21254,7736.223636,8719.366526,9361.383343,10400.98907,9786.026526,9307.886768,10648.14139,
New Zealand,NZL,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364,41596.5055,48781.02663,
OECD members,OED,35053.00029,37510.4689,37238.62736,37492.02939,38000.94309,35599.08004,36049.37851,37403.38787,39348.31436,39531.66035,38326.8576,42446.85932,
Oman,OMN,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,
Other small states,OSS,12135.40659,14656.7516,14983.36506,15301.16205,15443.89338,12502.09538,12087.12239,12894.07583,14062.50398,13540.40029,11683.18606,13878.81484,
Pakistan,PAK,911.0904448,1075.450496,1109.679115,1126.041261,1173.392454,1282.443153,1468.821421,1567.640986,1620.742857,1437.165907,1322.315036,1505.010193,
Panama,PAN,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,15588.33733,15826.08235,12569.17154,14617.60448,
Peru,PER,5047.249307,5826.832307,6475.68607,6697.185268,6614.933339,6180.194957,6163.791026,6676.284221,6912.110297,6955.809959,6056.343903,6621.574336,
Philippines,PHL,2201.775071,2431.202037,2671.777205,2847.566937,2935.925556,2974.299531,3038.149734,3077.43564,3194.674521,3413.847924,3224.422551,3460.530963,
Palau,PLW,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,15948.27586,15567.09087,14016.2475,12083.88815,
Papua New Guinea,PNG,1879.236413,2303.797461,2653.153909,2578.510135,2742.233338,2502.084291,2332.69748,2495.131383,2584.298769,2593.80465,2446.066306,2672.94579,
Poland,POL,12504.25019,13776.61155,13010.92339,13558.41406,14182.1375,12560.05142,12378.75944,13815.6218,15504.58048,15699.91135,15816.9894,17999.90995,
Pre-demographic dividend,PRE,1427.814133,1615.106356,1703.429846,1813.796193,1870.798685,1550.798612,1385.874037,1436.420704,1455.859757,1463.306586,1337.464153,1418.593326,
Puerto Rico,PRI,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.76057,31615.06679,32916.8668,31393.90737,32640.71034,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,
Portugal,PRT,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24567.50927,
Paraguay,PRY,4725.726341,5776.281848,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5891.499965,
West Bank and Gaza,PSE,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3663.969055,
Pacific island small states,PSS,2882.719264,3324.796543,3482.423714,3584.582822,3853.595137,3724.591674,3867.741699,4128.474923,4283.741566,4233.413675,3707.310581,3643.845437,
Post-demographic dividend,PST,39710.76543,42530.43019,42286.91724,42520.79685,43165.55148,40638.37581,41369.93372,42968.44781,45382.30693,45700.93813,44474.54975,49223.59503,
French Polynesia,PYF,21447.85206,21747.97666,19864.53805,20941.52223,21223.08376,18252.51997,18726.64225,19743.95491,20614.89886,20023.5047,18910.38013,19914.60351,
Qatar,QAT,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62637.27511,52315.66008,66838.35743,
Romania,ROU,8397.809173,9560.184513,8930.729912,9497.25499,10031.26727,8976.880535,9404.341874,10727.94969,12494.47747,12958.07556,13047.43206,14858.22943,
Russian Federation,RUS,10674.99609,14311.08398,15420.875,15974.64453,14095.64844,9313.013672,8704.898438,10720.33301,11287.36035,11536.25098,10169.08691,12194.77734,
Rwanda,RWA,593.8026075,650.6026286,705.7597558,704.0562899,724.3521744,733.4411218,728.43449,756.5476411,769.4373107,806.8799811,774.6892594,822.3479886,
South Asia,SAS,1242.346861,1351.99157,1347.918095,1364.83101,1475.727029,1523.697807,1675.575511,1887.92183,1920.208396,1962.802875,1852.300088,2149.821595,
Saudi Arabia,SAU,17958.94899,22262.61366,23878.58529,23716.26062,23543.56634,19977.79469,19300.05001,20138.14633,23318.73817,22430.23823,19539.56581,23185.87079,
Sudan,SDN,1706.415649,1982.831055,1797.379761,1834.545898,2075.989014,2226.421631,2614.300293,3188.75,769.8691406,748.0109253,608.3325195,751.8213501,
Senegal,SEN,1286.604868,1383.539193,1334.726015,1391.532257,1417.095074,1238.126396,1290.750004,1385.199333,1484.239673,1462.354333,1490.203137,1636.893209,
Singapore,SGP,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56860.41324,61150.7272,66859.33834,65831.18943,60729.45035,72794.00302,
Solomon Islands,SLB,1661.998091,1921.346043,2087.518739,2208.095867,2235.747344,2134.802451,2196.270903,2283.576156,2450.484428,2398.772757,2222.465636,2304.844567,
Sierra Leone,SLE,400.5200022,445.0053621,560.0373997,706.452664,702.3353794,576.7402317,490.3705888,484.4464498,519.6500156,506.6068944,493.4787775,480.0392113,
El Salvador,SLV,3017.307395,3304.974183,3471.051269,3555.1621,3638.517658,3761.51368,3870.312982,3986.049014,4145.862351,4280.288404,3903.395839,4551.184661,
San Marino,SMR,59517.03274,55816.3651,48435.94253,50438.39002,50135.48458,42281.64347,43399.4583,44885.79714,48462.96032,47287.39839,45320.20872,,
Somalia,SOM,,,,356.1179025,377.5573872,387.6079944,387.1866816,377.349072,379.9860027,405.7867633,416.2177747,446.9815596,
Serbia,SRB,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858,7417.203649,7733.802869,9230.178316,
Sub-Saharan Africa (excluding high income),SSA,1655.124131,1817.170157,1836.592815,1898.98258,1930.414065,1674.237701,1523.527264,1608.564847,1630.238971,1606.558195,1492.134018,1632.087531,
South Sudan,SSD,1503.133889,1455.358407,1114.923723,1659.140787,1245.149311,1071.777765,,,,,,,
Sub-Saharan Africa,SSF,1656.057199,1818.172453,1837.557545,1900.194194,1931.648032,1675.486575,1524.82775,1609.900105,1631.593697,1607.921605,1493.100691,1633.180754,
Small states,SST,10982.62833,13023.12232,13379.80995,13662.87375,13836.88053,11585.64515,11163.9733,11854.01603,12808.19088,12427.57674,10702.96169,12588.92779,
Sao Tome and Principe,STP,1079.689654,1244.271625,1319.900833,1551.192905,1754.600471,1571.49854,1688.375303,1805.524651,1950.629352,1991.738264,2161.310196,2360.543554,
Suriname,SUR,7999.556929,8009.252302,8922.956186,9124.541093,9199.177893,8907.751222,5705.426967,6112.851175,6730.846883,6690.044786,4796.533314,4869.134226,
Slovak Republic,SVK,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19383.48104,19545.74282,21391.92533,
Slovenia,SVN,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26016.07868,25545.241,29291.40062,
Sweden,SWE,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61028.73806,
Eswatini,SWZ,4035.546607,4360.979186,4396.562519,4111.109647,3928.506828,3583.31129,3339.992899,3824.046783,4020.27305,3843.377391,3372.895601,3978.403528,
Sint Maarten (Dutch part),SXM,,27997.28983,28460.33262,27942.88054,33043.68838,32274.89055,31616.6817,29369.05683,28988.25921,,,,
Seychelles,SYC,10804.68447,12189.09516,11998.4472,14764.93927,15188.22876,15157.53029,15740.13032,16416.77619,16910.68818,17253.50566,12808.98747,14653.30939,
Syrian Arab Republic,SYR,11304.64493,2971.282434,1910.604526,993.7398831,1071.234204,857.4978675,664.3416723,862.3190638,1104.392448,1116.679246,533.3852317,,
Turks and Caicos Islands,TCA,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,20908.5827,
Chad,TCD,896.8766357,988.1942146,969.6162149,980.083592,1017.787824,774.4116005,691.9800949,662.89753,720.265047,701.6212166,643.7722213,685.6902841,
East Asia & Pacific (IDA & IBRD countries),TEA,4051.958026,4916.026312,5436.750237,5948.440949,6362.011869,6574.564656,6664.796033,7228.762666,8032.798909,8259.795605,8354.065182,9880.09607,
Europe & Central Asia (IDA & IBRD countries),TEC,8284.621077,10028.63804,10421.18833,10962.46635,10294.98687,7993.440052,7640.691289,8532.434867,8870.39705,9019.717374,8423.196002,9842.052265,
Togo,TGO,521.8407125,573.8105585,559.1904856,608.1503504,627.7094023,559.4457465,787.2801816,814.4199071,883.8678323,875.9326592,897.1945754,973.2061291,
Thailand,THA,4996.372886,5396.649426,5748.631241,6041.12746,5822.383699,5708.796925,5854.461088,6436.791746,7124.564544,7630.03961,6990.935503,7066.190546,
Tajikistan,TJK,740.2705562,837.8784661,959.361905,1038.327981,1094.422736,970.3652238,801.3912831,844.3693648,850.6685075,889.0202624,852.3336702,897.0475103,
Turkmenistan,TKM,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7344.648233,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,9007.381252,10157.70803,10144.34458,10280.42372,10369.91805,8497.455941,8199.168618,9050.943468,8754.293268,8526.265783,7081.447046,8108.91587,
Timor-Leste,TLS,810.1416048,936.5983448,1019.964868,1201.423581,1221.53427,1322.300913,1347.926336,1283.52585,1239.366122,1584.263844,1660.30834,2741.393931,
Middle East & North Africa (IDA & IBRD countries),TMN,4625.401787,4673.496085,4950.681663,4458.427725,4328.807203,3811.777672,3836.31969,3740.519986,3490.367204,3436.13153,3092.20556,3572.065525,
Tonga,TON,3416.183311,3852.054051,4378.654196,4208.122358,4125.436835,4117.960717,3978.356954,4367.302044,4649.57939,4879.017342,4606.064552,4426.000637,
South Asia (IDA & IBRD),TSA,1242.346861,1351.99157,1347.918095,1364.83101,1475.727029,1523.697807,1675.575511,1887.92183,1920.208396,1962.802875,1852.300088,2149.821595,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1656.057199,1818.172453,1837.557545,1900.194194,1931.648032,1675.486575,1524.82775,1609.900105,1631.593697,1607.921605,1493.100691,1633.180754,
Trinidad and Tobago,TTO,15711.55871,17910.31915,18961.23359,19821.52865,20327.98346,18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277,
Tunisia,TUN,4241.01191,4361.896449,4233.894568,4308.22693,4398.573922,3960.97533,3796.16792,3569.755725,3577.124412,3477.883777,3497.68141,3807.13915,
Republic of Turkiye,TUR,10615.32806,11308.0649,11697.48051,12507.59451,12020.58264,10851.95413,10734.37997,10464.1014,9400.778214,9103.043375,8561.070948,9661.235975,
Tuvalu,TUV,3043.052234,3663.12725,3624.988042,3537.048335,3556.261118,3384.357776,3836.112926,4175.993524,4401.131201,4949.173888,4973.774561,5632.002993,
Tanzania,TZA,730.8132935,768.9334717,854.5432129,955.2189331,1012.766907,928.8064575,942.4729614,976.2122192,1010.937622,1052.021729,1042.09668,1099.287598,
Uganda,UGA,824.7376784,837.0958831,796.711135,819.7578809,897.5097424,864.1800623,753.6844086,766.1776058,793.1280811,823.1389505,846.7672013,883.8920323,
Ukraine,UKR,3078.429932,3704.824951,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,2638.326172,3096.561768,3661.456299,3751.740723,4835.571777,
Upper middle income,UMC,6290.110099,7546.03031,8021.73367,8538.428766,8730.059934,8132.28571,8025.2348,8820.949493,9435.780828,9534.005113,9157.820016,10828.05069,
Uruguay,URY,12015.70985,14267.58431,15206.87262,17015.13476,16875.50619,15655.937,16766.42526,18769.78752,18825.28381,17859.9315,15619.54266,17313.18835,
United States,USA,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63530.63348,70248.629,
Uzbekistan,UZB,1742.349256,2051.129515,2267.623275,2419.718703,2628.460008,2753.971072,2704.677188,1916.764642,1597.068337,1784.009816,1749.655815,1983.064723,
St. Vincent and the Grenadines,VCT,6590.989579,6566.482713,6754.370184,7117.554763,7210.616623,7386.737595,7684.779208,8030.585057,8399.694011,8674.371009,8335.256476,8666.387041,
"Venezuela, RB",VEN,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,,,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686,,
Vietnam,VNM,1684.011664,1953.556979,2190.232284,2367.499539,2558.778924,2595.234979,2760.717105,2992.071742,3267.225009,3491.091274,3586.347302,3756.489121,
Vanuatu,VUT,2732.552497,3064.75007,2906.342461,2877.444528,2861.202182,2643.886085,2757.203306,3032.197958,3076.835315,3076.589886,2877.520173,2996.621062,
World,WLD,9556.544778,10470.98778,10572.95767,10735.12902,10896.14503,10153.5813,10206.89228,10742.65046,11285.49764,11320.91588,10883.07605,12236.61574,
Samoa,WSM,3494.341524,3789.666679,3902.391701,3989.860174,3948.801128,4048.513876,4105.834468,4261.653789,4188.988532,4308.272753,4042.751224,3857.318464,
Kosovo,XKX,3009.559334,3540.891789,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,4384.048892,4416.108358,4310.811183,5269.783901,
"Yemen, Rep.",YEM,1249.063085,1284.617635,1349.990295,1497.747941,1557.601406,1488.416482,1069.817122,893.7165729,701.7148778,,,,
South Africa,ZAF,8059.587017,8737.079774,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7048.522211,6688.787271,5741.643129,7055.044776,
Zambia,ZMB,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.204538,1268.120941,956.8313639,1137.343633,
Zimbabwe,ZWE,937.8403384,1082.615774,1290.193956,1408.36781,1407.034293,1410.329174,1421.787789,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,
